PCPT,MAX_T,MIN_T,AVG_T,SMOKE,PM10,AQI,SO2,O3,City,DATE,AQI_BUCKET,,
0.17,93,76,84.5,0,16.1,41,3,37,Davis Island,8/26/2015,GOOD,,
0,91,75,83,0,24.6,41,1,40,Davis Island,9/22/2015,GOOD,,
0.04,81,69,75,0,11.6,41,0,45,Davis Island,10/5/2015,GOOD,,
0,88,75,81.5,1,25.1,41,1,46,Davis Island,10/9/2015,GOOD,,
0,83,67,75,0,24.2,41,10,54,Davis Island,10/18/2015,GOOD,,
0.09,86,71,78.5,0,14,41,1,58,Davis Island,11/10/2015,GOOD,,
0,81,66,73.5,0,26.2,41,3,37,Davis Island,12/6/2015,GOOD,,
1.03,67,59,63,0,15.8,41,1,62,Davis Island,1/28/2016,GOOD,,
0,66,43,54.5,1,18.1,41,1,49,Davis Island,2/8/2016,GOOD,,
0,78,52,65,0,14.2,41,1,21,Davis Island,3/6/2016,GOOD,,
0,80,54,67,0,15.2,41,2,72,Davis Island,3/7/2016,GOOD,,
0,84,68,76,0,24.6,41,1,44,Davis Island,4/14/2016,GOOD,,
0,87,72,79.5,0,16,41,2,25,Davis Island,4/28/2016,GOOD,,
0,90,70,80,0,21.5,41,1,51,Davis Island,5/27/2016,GOOD,,
0,90,80,85,1,24.5,41,2,43,Davis Island,9/15/2016,GOOD,,
0.04,89,77,83,0,30,41,2,31,Davis Island,10/8/2016,GOOD,,
0,85,69,77,0,18.9,41,1,36,Davis Island,10/28/2016,GOOD,,
0,88,68,78,0,12.7,41,1,41,Davis Island,11/2/2016,GOOD,,
0,86,68,77,0,20.4,41,1,36,Davis Island,11/3/2016,GOOD,,
0,84,64,74,0,13.5,41,1,43,Davis Island,11/6/2016,GOOD,,
0,81,58,69.5,0,14.8,41,8,33,Davis Island,11/13/2016,GOOD,,
0,69,46,57.5,1,7.6,41,2,62,Davis Island,1/31/2017,GOOD,,
0.15,72,57,64.5,0,22.7,41,1,52,Davis Island,2/18/2017,GOOD,,
0,77,56,66.5,0,16.9,41,7,27,Davis Island,3/3/2017,GOOD,,
0,82,63,72.5,1,22.2,41,2,38,Davis Island,3/9/2017,GOOD,,
,71,58,64.5,0,18.2,41,1,44,Davis Island,3/14/2017,GOOD,,
0,75,53,64,0,19.1,41,1,56,Davis Island,3/18/2017,GOOD,,
0,85,66,75.5,1,17.5,41,4,49,Davis Island,3/26/2017,GOOD,,
0,88,66,77,0,21.6,41,2,49,Davis Island,4/16/2017,GOOD,,
0,89,72,80.5,0,21.3,41,2,37,Davis Island,4/19/2017,GOOD,,
0,80,68,74,0,14.8,41,6,33,Davis Island,4/24/2017,GOOD,,
0,89,75,82,0,16.3,41,2,35,Davis Island,5/1/2017,GOOD,,
0,97,76,86.5,0,15.1,41,4,23,Davis Island,5/18/2017,GOOD,,
0.23,85,79,82,0,16.6,41,3,43,Davis Island,7/22/2017,GOOD,,
0.64,90,77,83.5,1,27.7,41,9,39,Davis Island,9/14/2017,GOOD,,
0,77,53,65,0,26.9,41,3,44,Davis Island,10/31/2017,GOOD,,
0,82,63,72.5,0,16.7,41,,38,Davis Island,2/28/2018,GOOD,,
0,75,50,62.5,0,17.4,41,,39,Davis Island,3/5/2018,GOOD,,
0,81,66,73.5,0,26.1,41,,44,Davis Island,3/19/2018,GOOD,,
0,81,62,71.5,0,17,41,,46,Davis Island,4/19/2018,GOOD,,
0,89,67,78,0,18,41,,27,Davis Island,4/30/2018,GOOD,,
,89,81,85,0,22.4,41,,39,Davis Island,6/5/2018,GOOD,,
0.72,92,77,84.5,1,10.9,41,,37,Davis Island,8/7/2018,GOOD,,
0,93,77,85,0,16.9,41,,41,Davis Island,8/18/2018,GOOD,,
0,87,74,80.5,0,20.2,41,,49,Davis Island,10/20/2018,GOOD,,
0,84,58,71,1,14.5,41,,45,Davis Island,10/29/2018,GOOD,,
1.77,53,47,50,0,16.9,41,,45,Davis Island,1/27/2019,GOOD,,
0,71,59,65,0,15.7,41,,46,Davis Island,2/4/2019,GOOD,,
1.47,78,61,69.5,0,15.9,41,,30,Davis Island,3/4/2019,GOOD,,
0,77,52,64.5,0,19.7,41,,45,Davis Island,3/23/2019,GOOD,,
0,85,74,79.5,0,9.3,41,,28,Davis Island,5/6/2019,GOOD,,
0,94,81,87.5,1,24.7,41,,32,Davis Island,7/2/2019,GOOD,,
0,91,72,81.5,0,12.5,41,,57,Davis Island,9/21/2019,GOOD,,
0,56,50,53,0,17.1,41,,50,Davis Island,11/17/2019,GOOD,,
0,72,57,64.5,0,13.1,41,,57,Davis Island,11/19/2019,GOOD,,
0,77,53,65,0,13,41,,67,Davis Island,11/20/2019,GOOD,,
0,70,53,61.5,0,46,41,,41,Davis Island,11/25/2019,GOOD,,
0.01,73,46,59.5,0,9.5,41,,37,Davis Island,2/21/2020,GOOD,,
0.35,78,59,68.5,0,21.7,41,,39,Davis Island,2/26/2020,GOOD,,
0.01,66,51,58.5,0,18.6,41,,22,Davis Island,2/29/2020,GOOD,,
0,85,73,79,0,15.2,41,,31,Davis Island,3/25/2020,GOOD,,
0,86,62,74,0,25.4,41,,42,Davis Island,4/28/2020,GOOD,,
,94,78,86,0,7.2,41,,35,Davis Island,6/10/2020,GOOD,,
0,93,81,87,1,18.1,41,,34,Davis Island,6/24/2020,GOOD,,
0,66,44,55,0,21.8,41,,30,Davis Island,12/9/2020,GOOD,,
0,76,51,63.5,0,10.5,41,,48,Davis Island,2/21/2021,GOOD,,
0,77,54,65.5,0,18.9,41,,48,Davis Island,3/9/2021,GOOD,,
0.54,85,65,75,1,,41,,37,Davis Island,4/10/2021,GOOD,,
0,84,68,76,0,,41,,40,Davis Island,4/25/2021,GOOD,,
,82,71,76.5,0,,41,,54,Davis Island,5/13/2021,GOOD,,
0,96,79,87.5,1,,41,,,Davis Island,7/25/2021,GOOD,,
0,90,77,83.5,0,,41,,,Davis Island,9/5/2021,GOOD,,
0,92,76,84,0,,41,,,Davis Island,10/14/2021,GOOD,,
0,83,68,75.5,0,,41,,,Davis Island,10/27/2021,GOOD,,
,76,64,70,0,,41,,,Davis Island,10/31/2021,GOOD,,
0,70,56,63,0,,41,,,Davis Island,11/14/2021,GOOD,,
0,62,45,53.5,0,19.7,42,7,47,Davis Island,1/7/2011,GOOD,,
0,80,58,69,0,12.6,42,8,47,Davis Island,3/2/2011,GOOD,,
0,93,80,86.5,0,28.8,42,3,37,Davis Island,8/11/2011,GOOD,,
0,94,81,87.5,0,25.8,42,3,31,Davis Island,8/12/2011,GOOD,,
0.08,80,75,77.5,0,18.6,42,3,51,Davis Island,10/18/2011,GOOD,,
0,79,58,68.5,0,22.7,42,15,25,Davis Island,10/23/2011,GOOD,,
0,78,59,68.5,0,16.1,42,3,16,Davis Island,2/1/2012,GOOD,,
0,89,72,80.5,0,17.9,42,2,60,Davis Island,5/3/2012,GOOD,,
0,89,76,82.5,0,21.3,42,6,29,Davis Island,6/12/2012,GOOD,,
0.33,91,72,81.5,0,16.9,42,16,18,Davis Island,6/15/2012,GOOD,,
0,93,78,85.5,0,13.8,42,4,48,Davis Island,8/31/2012,GOOD,,
0.02,90,76,83,0,28.7,42,3,51,Davis Island,9/10/2012,GOOD,,
0,86,68,77,0,23.5,42,2,51,Davis Island,10/11/2012,GOOD,,
0,83,61,72,0,18.1,42,1,51,Davis Island,10/21/2012,GOOD,,
0,72,50,61,0,26.7,42,2,51,Davis Island,1/25/2013,GOOD,,
0.1,73,58,65.5,0,14.5,42,4,51,Davis Island,3/20/2013,GOOD,,
0,75,49,62,0,15.6,42,12,44,Davis Island,3/29/2013,GOOD,,
0,84,67,75.5,0,18.4,42,4,49,Davis Island,4/25/2013,GOOD,,
0,82,68,75,0,28.1,42,2,69,Davis Island,5/4/2013,GOOD,,
0,89,73,81,0,28.2,42,10,53,Davis Island,9/7/2013,GOOD,,
0,92,76,84,0,23.4,42,4,60,Davis Island,9/10/2013,GOOD,,
0.01,92,75,83.5,0,14.9,42,6,57,Davis Island,9/17/2013,GOOD,,
0,86,74,80,0,23,42,3,35,Davis Island,10/21/2013,GOOD,,
0.22,75,61,68,0,31.3,42,2,32,Davis Island,2/26/2014,GOOD,,
0.5,71,65,68,0,24.5,42,1,65,Davis Island,3/24/2014,GOOD,,
0,83,70,76.5,0,24.1,42,2,56,Davis Island,4/7/2014,GOOD,,
0.34,95,77,86,0,8,42,7,57,Davis Island,8/24/2014,GOOD,,
0,74,48,61,1,17.2,42,5,28,Davis Island,11/3/2014,GOOD,,
0,61,41,51,0,16.5,42,7,40,Davis Island,11/19/2014,GOOD,,
3.63,76,71,73.5,0,20.5,42,5,44,Davis Island,11/25/2014,GOOD,,
0,65,47,56,1,21.4,42,6,49,Davis Island,12/11/2014,GOOD,,
0,66,47,56.5,0,21.9,42,7,64,Davis Island,1/27/2015,GOOD,,
1.64,67,53,60,0,19.3,42,6,49,Davis Island,2/5/2015,GOOD,,
0.92,71,57,64,0,23.1,42,3,34,Davis Island,2/9/2015,GOOD,,
0,86,73,79.5,0,23.5,42,3,60,Davis Island,4/14/2015,GOOD,,
0.92,93,74,83.5,1,12.5,42,3,45,Davis Island,5/14/2015,GOOD,,
0,86,71,78.5,0,20.4,42,1,44,Davis Island,10/11/2015,GOOD,,
0.13,78,58,68,0,26.6,42,3,62,Davis Island,2/22/2016,GOOD,,
0,87,74,80.5,0,15.6,42,4,47,Davis Island,5/11/2016,GOOD,,
0,92,81,86.5,0,22.1,42,1,45,Davis Island,7/5/2016,GOOD,,
0.08,92,76,84,1,14,42,2,39,Davis Island,8/18/2016,GOOD,,
0,86,64,75,0,24.6,42,1,31,Davis Island,10/26/2016,GOOD,,
0,70,50,60,1,15.9,42,2,51,Davis Island,11/20/2016,GOOD,,
0,83,65,74,0,22,42,13,54,Davis Island,3/25/2017,GOOD,,
0,85,68,76.5,0,26.4,42,1,34,Davis Island,3/30/2017,GOOD,,
0,90,78,84,1,23.6,42,1,38,Davis Island,7/17/2017,GOOD,,
0,92,78,85,0,27.7,42,9,30,Davis Island,8/8/2017,GOOD,,
0,70,49,59.5,0,19.1,42,2,63,Davis Island,10/30/2017,GOOD,,
0,83,62,72.5,0,15.5,42,,46,Davis Island,12/1/2017,GOOD,,
0,82,64,73,0,11.3,42,,31,Davis Island,3/2/2018,GOOD,,
0,85,63,74,0,9.2,42,,35,Davis Island,3/26/2018,GOOD,,
0,79,66,72.5,0,20.4,42,,41,Davis Island,4/25/2018,GOOD,,
0,85,66,75.5,0,25.7,42,,35,Davis Island,4/29/2018,GOOD,,
0,89,64,76.5,0,13.6,42,,47,Davis Island,5/2/2018,GOOD,,
0,89,81,85,0,9.5,42,,29,Davis Island,6/4/2018,GOOD,,
0.32,72,50,61,0,19.8,42,,34,Davis Island,2/13/2019,GOOD,,
0,86,69,77.5,0,26.8,42,,21,Davis Island,2/23/2019,GOOD,,
0.16,63,52,57.5,0,14.1,42,,27,Davis Island,3/5/2019,GOOD,,
0,64,43,53.5,0,11.2,42,,37,Davis Island,3/6/2019,GOOD,,
0.06,74,57,65.5,0,14.8,42,,62,Davis Island,3/18/2019,GOOD,,
0,85,73,79,0,19.4,42,,52,Davis Island,5/3/2019,GOOD,,
0.35,92,77,84.5,0,25.8,42,,44,Davis Island,7/3/2019,GOOD,,
0,90,75,82.5,0,20.5,42,,42,Davis Island,7/27/2019,GOOD,,
0,87,71,79,0,19.3,42,,66,Davis Island,10/13/2019,GOOD,,
0.02,59,48,53.5,0,23,42,,28,Davis Island,2/27/2020,GOOD,,
0,85,66,75.5,0,23.8,42,,37,Davis Island,4/21/2020,GOOD,,
0,88,65,76.5,0,24.6,42,,32,Davis Island,4/22/2020,GOOD,,
0,79,63,71,0,22.4,42,,28,Davis Island,4/27/2020,GOOD,,
0,89,72,80.5,1,17.2,42,,48,Davis Island,5/17/2020,GOOD,,
0,86,74,80,1,33.9,42,,42,Davis Island,5/20/2020,GOOD,,
0,88,74,81,0,26.1,42,,32,Davis Island,10/13/2020,GOOD,,
,82,71,76.5,0,30.7,42,,30,Davis Island,3/2/2021,GOOD,,
0,84,59,71.5,0,23.5,42,,56,Davis Island,3/11/2021,GOOD,,
0,82,63,72.5,1,,42,,37,Davis Island,4/7/2021,GOOD,,
0,86,69,77.5,0,,42,,44,Davis Island,4/21/2021,GOOD,,
0,92,80,86,1,,42,,29,Davis Island,6/12/2021,GOOD,,
0,93,77,85,0,,42,,,Davis Island,9/24/2021,GOOD,,
,92,76,84,0,,42,,,Davis Island,9/25/2021,GOOD,,
0,89,74,81.5,0,,42,,,Davis Island,10/10/2021,GOOD,,
0,87,70,78.5,0,,42,,,Davis Island,10/17/2021,GOOD,,
0,88,70,79,0,,42,,,Davis Island,10/21/2021,GOOD,,
0,72,49,60.5,0,,42,,,Davis Island,12/23/2021,GOOD,,
0,66,43,54.5,0,11.5,43,7,53,Davis Island,2/13/2011,GOOD,,
0,70,56,63,0,13.9,43,8,47,Davis Island,3/7/2011,GOOD,,
0,90,69,79.5,0,24,43,6,55,Davis Island,4/19/2011,GOOD,,
0,90,69,79.5,0,21.7,43,10,49,Davis Island,4/21/2011,GOOD,,
0,93,77,85,0,32.8,43,7,52,Davis Island,6/10/2011,GOOD,,
0,95,74,84.5,0,25.1,43,32,41,Davis Island,6/11/2011,GOOD,,
0.01,93,78,85.5,0,19.4,43,8,29,Davis Island,7/22/2011,GOOD,,
0,92,75,83.5,0,20.7,43,7,35,Davis Island,9/18/2011,GOOD,,
0,84,68,76,0,12.9,43,7,48,Davis Island,10/1/2011,GOOD,,
0,82,66,74,0,24.5,43,9,49,Davis Island,10/15/2011,GOOD,,
0,76,52,64,0,19.8,43,4,51,Davis Island,10/22/2011,GOOD,,
0,73,50,61.5,0,21,43,3,32,Davis Island,1/19/2012,GOOD,,
0,73,55,64,1,36,43,3,33,Davis Island,2/20/2012,GOOD,,
0.24,86,68,77,0,18.2,43,4,64,Davis Island,4/4/2012,GOOD,,
0,84,65,74.5,0,14.9,43,3,42,Davis Island,10/20/2012,GOOD,,
0.01,76,62,69,0,16.5,43,14,38,Davis Island,11/1/2012,GOOD,,
0,72,46,59,0,20.6,43,1,42,Davis Island,11/23/2012,GOOD,,
0,81,68,74.5,0,23.5,43,7,51,Davis Island,2/25/2013,GOOD,,
0,72,54,63,1,25.3,43,3,44,Davis Island,2/28/2013,GOOD,,
0,60,48,54,0,32.3,43,5,51,Davis Island,3/2/2013,GOOD,,
0,79,70,74.5,0,31.8,43,10,35,Davis Island,3/24/2013,GOOD,,
0,89,72,80.5,0,18.8,43,2,32,Davis Island,5/19/2013,GOOD,,
0,74,53,63.5,0,12.7,43,5,52,Davis Island,2/9/2014,GOOD,,
0,69,50,59.5,0,34,43,1,40,Davis Island,3/13/2014,GOOD,,
0,79,66,72.5,0,20.8,43,1,67,Davis Island,3/23/2014,GOOD,,
0.03,69,49,59,0,22.5,43,3,31,Davis Island,11/1/2014,GOOD,,
0,68,49,58.5,0,16.5,43,1,44,Davis Island,2/6/2015,GOOD,,
0,64,52,58,0,19.1,43,2,37,Davis Island,2/10/2015,GOOD,,
0,78,49,63.5,1,12.5,43,1,33,Davis Island,3/30/2015,GOOD,,
0,89,75,82,0,16.7,43,1,25,Davis Island,4/24/2015,GOOD,,
0,89,75,82,0,13,43,2,48,Davis Island,5/19/2015,GOOD,,
0,90,73,81.5,1,16.6,43,2,49,Davis Island,5/28/2015,GOOD,,
0,90,70,80,0,18.4,43,8,69,Davis Island,5/29/2015,GOOD,,
0,92,80,86,0,19.2,43,3,58,Davis Island,7/1/2015,GOOD,,
0.01,89,76,82.5,1,26.1,43,25,48,Davis Island,7/6/2015,GOOD,,
0.19,91,77,84,0,6.5,43,2,37,Davis Island,9/4/2015,GOOD,,
0,91,74,82.5,0,16.4,43,2,30,Davis Island,9/23/2015,GOOD,,
0,83,68,75.5,0,13.2,43,1,44,Davis Island,10/12/2015,GOOD,,
0,74,53,63.5,0,24.2,43,,50,Davis Island,2/18/2016,GOOD,,
0.83,75,61,68,0,26,43,1,50,Davis Island,2/24/2016,GOOD,,
0,72,52,62,0,15.9,43,1,39,Davis Island,3/5/2016,GOOD,,
0,80,66,73,0,20.6,43,1,60,Davis Island,3/18/2016,GOOD,,
,89,74,81.5,1,37.7,43,4,36,Davis Island,6/19/2016,GOOD,,
0,91,79,85,0,29.9,43,9,38,Davis Island,6/23/2016,GOOD,,
0,92,80,86,0,12.9,43,2,45,Davis Island,7/9/2016,GOOD,,
0.52,95,79,87,0,26.9,43,1,37,Davis Island,8/23/2016,GOOD,,
0.2,88,73,80.5,0,12.3,43,2,37,Davis Island,10/15/2016,GOOD,,
0,87,67,77,0,28.7,43,3,31,Davis Island,11/1/2016,GOOD,,
0,80,60,70,0,11.7,43,4,42,Davis Island,11/19/2016,GOOD,,
0,70,44,57,0,14.1,43,1,46,Davis Island,11/21/2016,GOOD,,
0,80,66,73,0,13.4,43,6,39,Davis Island,12/1/2016,GOOD,,
0,84,67,75.5,1,12.1,43,4,37,Davis Island,3/27/2017,GOOD,,
0,86,74,80,0,16,43,3,33,Davis Island,4/4/2017,GOOD,,
0,85,62,73.5,0,19.9,43,13,38,Davis Island,4/11/2017,GOOD,,
0,91,68,79.5,0,17.5,43,2,38,Davis Island,5/10/2017,GOOD,,
1.27,88,76,82,0,24.1,43,3,50,Davis Island,7/18/2017,GOOD,,
0.09,94,76,85,0,17.7,43,2,39,Davis Island,9/23/2017,GOOD,,
0,86,68,77,0,22.1,43,1,45,Davis Island,11/7/2017,GOOD,,
0,83,63,73,0,44.4,43,2,41,Davis Island,11/14/2017,GOOD,,
,83,69,76,0,18.9,43,,32,Davis Island,3/1/2018,GOOD,,
0,82,62,72,0,23.6,43,,33,Davis Island,3/18/2018,GOOD,,
0.3,78,60,69,0,12.2,43,,35,Davis Island,4/11/2018,GOOD,,
0,80,68,74,1,19.4,43,,36,Davis Island,4/24/2018,GOOD,,
0,90,78,84,0,16.4,43,,35,Davis Island,6/16/2018,GOOD,,
0,78,65,71.5,1,12.3,43,,48,Davis Island,10/27/2018,GOOD,,
0,79,60,69.5,0,18.1,43,,54,Davis Island,2/6/2019,GOOD,,
,75,59,67,0,8.1,43,,33,Davis Island,3/27/2019,GOOD,,
0.17,82,68,75,0,27.1,43,,31,Davis Island,4/26/2019,GOOD,,
0,94,77,85.5,0,24.7,43,,27,Davis Island,5/28/2019,GOOD,,
0.06,90,73,81.5,0,46.8,43,,51,Davis Island,10/10/2019,GOOD,,
0,78,53,65.5,0,14.2,43,,45,Davis Island,11/21/2019,GOOD,,
0,79,57,68,0,11.7,43,,44,Davis Island,3/9/2020,GOOD,,
0.09,94,75,84.5,0,15.9,43,,46,Davis Island,8/23/2020,GOOD,,
0,90,77,83.5,0,24.6,43,,50,Davis Island,9/25/2020,GOOD,,
0,80,65,72.5,1,27.3,43,,44,Davis Island,9/30/2020,GOOD,,
0,68,47,57.5,0,20.3,43,,40,Davis Island,1/18/2021,GOOD,,
0,54,47,50.5,0,33.3,43,,33,Davis Island,2/2/2021,GOOD,,
0,77,54,65.5,0,16.2,43,,50,Davis Island,3/5/2021,GOOD,,
0.01,88,71,79.5,0,,43,,60,Davis Island,3/30/2021,GOOD,,
,92,79,85.5,0,,43,,,Davis Island,9/8/2021,GOOD,,
0,90,71,80.5,0,,43,,,Davis Island,9/28/2021,GOOD,,
0,86,65,75.5,0,,43,,,Davis Island,10/18/2021,GOOD,,
0,87,73,80,0,,43,,,Davis Island,10/26/2021,GOOD,,
0,79,54,66.5,0,,43,,,Davis Island,12/1/2021,GOOD,,
0,67,45,56,0,17.2,44,4,46,Davis Island,1/9/2011,GOOD,,
0,70,50,60,0,22.8,44,31,52,Davis Island,1/29/2011,GOOD,,
0,67,41,54,0,16.7,44,5,50,Davis Island,2/14/2011,GOOD,,
0,77,59,68,1,30,44,3,56,Davis Island,2/18/2011,GOOD,,
0,75,56,65.5,0,26.7,44,7,61,Davis Island,2/19/2011,GOOD,,
0.49,81,63,72,0,26.9,44,7,50,Davis Island,3/1/2011,GOOD,,
0,80,63,71.5,0,28,44,12,51,Davis Island,3/22/2011,GOOD,,
0.17,87,69,78,0,22.8,44,3,50,Davis Island,5/14/2011,GOOD,,
0,91,72,81.5,0,16.7,44,6,45,Davis Island,5/25/2011,GOOD,,
0,90,75,82.5,0,20.9,44,8,64,Davis Island,6/6/2011,GOOD,,
0,91,73,82,0,29.7,44,11,52,Davis Island,6/9/2011,GOOD,,
0,93,78,85.5,0,19.6,44,7,32,Davis Island,8/26/2011,GOOD,,
1.09,83,73,78,1,25.9,44,15,55,Davis Island,9/7/2011,GOOD,,
0,87,67,77,0,13.6,44,4,35,Davis Island,10/4/2011,GOOD,,
0,80,60,70,0,20.2,44,4,31,Davis Island,10/24/2011,GOOD,,
0,73,54,63.5,0,16.1,44,1,45,Davis Island,1/7/2012,GOOD,,
0,84,65,74.5,0,32.5,44,4,41,Davis Island,3/12/2012,GOOD,,
0,85,67,76,1,28.2,44,3,81,Davis Island,4/2/2012,GOOD,,
0,85,65,75,0,27,44,8,51,Davis Island,4/13/2012,GOOD,,
0,84,66,75,0,29,44,10,47,Davis Island,4/27/2012,GOOD,,
0,96,74,85,0,18.5,44,3,56,Davis Island,5/25/2012,GOOD,,
1.26,85,74,79.5,0,18.7,44,4,49,Davis Island,6/5/2012,GOOD,,
0,90,78,84,0,25.6,44,9,27,Davis Island,6/13/2012,GOOD,,
0.22,86,74,80,0,32.1,44,3,32,Davis Island,9/20/2012,GOOD,,
0,91,74,82.5,0,22.7,44,4,29,Davis Island,9/23/2012,GOOD,,
0,87,67,77,0,26.9,44,2,50,Davis Island,10/12/2012,GOOD,,
0,89,72,80.5,0,13.2,44,8,44,Davis Island,10/15/2012,GOOD,,
0,71,57,64,0,23,44,5,49,Davis Island,10/31/2012,GOOD,,
0,71,46,58.5,0,21.2,44,2,47,Davis Island,11/25/2012,GOOD,,
0,67,51,59,0,22,44,2,42,Davis Island,1/22/2013,GOOD,,
0,68,45,56.5,0,17.4,44,4,44,Davis Island,2/1/2013,GOOD,,
0,69,44,56.5,0,21.3,44,2,30,Davis Island,2/2/2013,GOOD,,
0,71,45,58,0,16.3,44,5,34,Davis Island,2/3/2013,GOOD,,
0,68,45,56.5,1,18.6,44,3,38,Davis Island,2/4/2013,GOOD,,
0,71,44,57.5,0,13.5,44,8,66,Davis Island,3/5/2013,GOOD,,
0,77,61,69,0,23.8,44,2,56,Davis Island,3/11/2013,GOOD,,
0,69,55,62,0,31.5,44,7,40,Davis Island,3/25/2013,GOOD,,
0,87,73,80,0,16.7,44,9,36,Davis Island,4/11/2013,GOOD,,
0.03,83,61,72,0,16.9,44,5,55,Davis Island,4/21/2013,GOOD,,
0.94,76,68,72,0,15,44,2,57,Davis Island,5/1/2013,GOOD,,
0.02,77,63,70,0,15.1,44,4,75,Davis Island,5/5/2013,GOOD,,
0,80,65,72.5,0,23,44,3,54,Davis Island,5/8/2013,GOOD,,
0,88,73,80.5,0,22,44,3,27,Davis Island,5/18/2013,GOOD,,
0.01,90,72,81,0,27.5,44,2,29,Davis Island,5/20/2013,GOOD,,
0.83,88,70,79,0,34.6,44,5,29,Davis Island,5/21/2013,GOOD,,
0,92,73,82.5,0,17,44,2,30,Davis Island,5/25/2013,GOOD,,
0.44,91,74,82.5,0,20.8,44,3,59,Davis Island,9/19/2013,GOOD,,
0,88,72,80,0,8.7,44,3,37,Davis Island,9/28/2013,GOOD,,
0,90,73,81.5,0,15.2,44,6,27,Davis Island,10/2/2013,GOOD,,
0,86,67,76.5,0,20.7,44,2,34,Davis Island,10/10/2013,GOOD,,
0,82,70,76,0,9.9,44,3,33,Davis Island,10/16/2013,GOOD,,
0.01,65,49,57,0,22,44,3,31,Davis Island,2/15/2014,GOOD,,
0,66,48,57,0,32.9,44,2,46,Davis Island,2/28/2014,GOOD,,
0.06,66,48,57,0,20.5,44,3,67,Davis Island,3/7/2014,GOOD,,
1.09,74,68,71,0,23,44,1,31,Davis Island,3/17/2014,GOOD,,
0.01,71,58,64.5,0,23.4,44,3,52,Davis Island,3/18/2014,GOOD,,
0,79,57,68,0,16.5,44,2,37,Davis Island,4/10/2014,GOOD,,
0,84,71,77.5,0,71.7,44,2,25,Davis Island,4/14/2014,GOOD,,
0,73,61,67,0,17.4,44,4,38,Davis Island,4/20/2014,GOOD,,
0,92,80,86,0,11.5,44,7,37,Davis Island,7/20/2014,GOOD,,
0,93,74,83.5,0,11.2,44,9,74,Davis Island,8/26/2014,GOOD,,
0,87,77,82,0,19.3,44,3,49,Davis Island,9/9/2014,GOOD,,
0.09,87,75,81,1,20.3,44,7,37,Davis Island,9/30/2014,GOOD,,
0.3,88,72,80,0,9,44,12,39,Davis Island,10/8/2014,GOOD,,
0,90,73,81.5,1,27.2,44,8,42,Davis Island,10/9/2014,GOOD,,
0.6,83,74,78.5,0,25.5,44,12,50,Davis Island,10/14/2014,GOOD,,
0,81,57,69,0,16,44,1,38,Davis Island,10/26/2014,GOOD,,
0,68,47,57.5,0,13.7,44,5,33,Davis Island,2/12/2015,GOOD,,
0,84,64,74,0,25.2,44,3,50,Davis Island,3/26/2015,GOOD,,
0.56,80,60,70,0,17.6,44,1,55,Davis Island,3/27/2015,GOOD,,
0,82,65,73.5,0,16.1,44,0,65,Davis Island,4/2/2015,GOOD,,
0,83,67,75,0,16.7,44,3,51,Davis Island,4/3/2015,GOOD,,
0,86,71,78.5,0,16.6,44,3,46,Davis Island,4/22/2015,GOOD,,
0,86,65,75.5,0,16.5,44,3,54,Davis Island,5/3/2015,GOOD,,
0,91,73,82,0,9.4,44,2,44,Davis Island,5/27/2015,GOOD,,
0,88,70,79,0,20,44,5,31,Davis Island,6/3/2015,GOOD,,
0.1,89,71,80,0,22.4,44,0,39,Davis Island,6/4/2015,GOOD,,
0,88,76,82,1,36.3,44,1,27,Davis Island,6/5/2015,GOOD,,
0,93,78,85.5,0,15.4,44,3,30,Davis Island,6/21/2015,GOOD,,
0.01,92,76,84,0,19.4,44,8,59,Davis Island,7/5/2015,GOOD,,
1.37,89,75,82,1,8.6,44,1,35,Davis Island,9/19/2015,GOOD,,
0,86,74,80,0,27.9,44,0,44,Davis Island,10/14/2015,GOOD,,
0,89,65,77,0,17.6,44,8,46,Davis Island,10/17/2015,GOOD,,
0.01,78,63,70.5,0,26.9,44,8,41,Davis Island,12/9/2015,GOOD,,
0,64,45,54.5,0,24.5,44,5,69,Davis Island,2/5/2016,GOOD,,
0,58,46,52,0,25.6,44,1,37,Davis Island,2/7/2016,GOOD,,
0,66,42,54,0,20.8,44,1,54,Davis Island,2/11/2016,GOOD,,
0,70,50,60,1,13.8,44,2,73,Davis Island,2/12/2016,GOOD,,
0,72,47,59.5,1,11.2,44,2,68,Davis Island,2/14/2016,GOOD,,
0,75,52,63.5,0,23.7,44,1,56,Davis Island,2/17/2016,GOOD,,
0,76,54,65,0,31.8,44,5,61,Davis Island,2/19/2016,GOOD,,
0,78,56,67,0,25.4,44,4,57,Davis Island,2/20/2016,GOOD,,
0,76,58,67,0,18,44,1,45,Davis Island,3/4/2016,GOOD,,
0.03,81,71,76,0,17.3,44,2,50,Davis Island,3/28/2016,GOOD,,
0,86,67,76.5,0,25.1,44,1,52,Davis Island,4/21/2016,GOOD,,
,89,76,82.5,0,18.7,44,1,39,Davis Island,5/19/2016,GOOD,,
0,89,71,80,1,24.6,44,12,60,Davis Island,5/26/2016,GOOD,,
0.02,91,77,84,0,19.9,44,4,32,Davis Island,6/1/2016,GOOD,,
0.05,90,76,83,0,23.7,44,9,31,Davis Island,6/18/2016,GOOD,,
0.46,91,76,83.5,0,26.4,44,1,35,Davis Island,9/5/2016,GOOD,,
0,90,78,84,0,21.7,44,3,31,Davis Island,9/14/2016,GOOD,,
