PCPT,MAX_T,MIN_T,AVG_T,SMOKE,PM10,AQI,SO2,O3,City,DATE,AQI_BUCKET,,
0,90,71,80.5,1,16,44,12,46,Davis Island,10/17/2016,GOOD,,
0,76,58,67,0,19.3,44,8,48,Davis Island,10/22/2016,GOOD,,
0,79,54,66.5,0,25.2,44,3,37,Davis Island,10/23/2016,GOOD,,
0,63,51,57,0,12.7,44,1,58,Davis Island,1/30/2017,GOOD,,
0,82,66,74,0,29.3,44,3,37,Davis Island,3/2/2017,GOOD,,
0,66,42,54,0,21.7,44,1,51,Davis Island,3/16/2017,GOOD,,
0,88,74,81,0,20.4,44,1,32,Davis Island,4/5/2017,GOOD,,
0,87,61,74,0,14.4,44,3,51,Davis Island,4/10/2017,GOOD,,
0,87,64,75.5,0,22.2,44,1,28,Davis Island,4/14/2017,GOOD,,
0,91,76,83.5,0,25.6,44,3,30,Davis Island,5/22/2017,GOOD,,
0,94,78,86,0,27.5,44,4,32,Davis Island,9/16/2017,GOOD,,
,93,74,83.5,0,9,44,3,27,Davis Island,9/19/2017,GOOD,,
0,81,66,73.5,0,19,44,4,35,Davis Island,10/24/2017,GOOD,,
0,83,69,76,0,23.9,44,1,40,Davis Island,11/6/2017,GOOD,,
0,80,59,69.5,0,31.5,44,2,22,Davis Island,11/15/2017,GOOD,,
0,78,61,69.5,0,13.5,44,4,36,Davis Island,11/16/2017,GOOD,,
0,76,50,63,0,10.1,44,,38,Davis Island,3/4/2018,GOOD,,
0,79,62,70.5,0,8.4,44,,24,Davis Island,3/11/2018,GOOD,,
0.04,72,54,63,0,16.4,44,,32,Davis Island,3/12/2018,GOOD,,
0,67,47,57,0,13,44,,31,Davis Island,3/15/2018,GOOD,,
0,88,69,78.5,0,23.8,44,,47,Davis Island,4/14/2018,GOOD,,
0,91,69,80,0,11.8,44,,19,Davis Island,5/10/2018,GOOD,,
0.78,88,78,83,1,14,44,,45,Davis Island,7/20/2018,GOOD,,
0.15,92,74,83,0,26.8,44,,34,Davis Island,7/22/2018,GOOD,,
0.01,90,79,84.5,0,13.5,44,,29,Davis Island,9/10/2018,GOOD,,
,93,82,87.5,0,14.8,44,,22,Davis Island,9/18/2018,GOOD,,
0,76,59,67.5,0,21,44,,48,Davis Island,3/20/2019,GOOD,,
0,75,55,65,0,13.1,44,,49,Davis Island,3/22/2019,GOOD,,
0,93,72,82.5,0,24.8,44,,45,Davis Island,5/23/2019,GOOD,,
0,91,76,83.5,1,10.4,44,,40,Davis Island,7/28/2019,GOOD,,
,91,77,84,0,21,44,,48,Davis Island,9/3/2019,GOOD,,
0,91,72,81.5,0,19.8,44,,39,Davis Island,9/22/2019,GOOD,,
0,90,71,80.5,0,16.8,44,,48,Davis Island,9/23/2019,GOOD,,
0,94,75,84.5,0,36.8,44,,42,Davis Island,9/25/2019,GOOD,,
0,86,72,79,1,11.1,44,,24,Davis Island,3/26/2020,GOOD,,
0,87,71,79,0,19.5,44,,55,Davis Island,3/30/2020,GOOD,,
0.06,72,60,66,1,7.8,44,,27,Davis Island,4/5/2020,GOOD,,
0,87,74,80.5,0,20.7,44,,41,Davis Island,4/19/2020,GOOD,,
1.67,80,69,74.5,1,18.6,44,,26,Davis Island,4/24/2020,GOOD,,
0,86,72,79,0,18.2,44,,25,Davis Island,4/25/2020,GOOD,,
0,84,68,76,0,17.1,44,,37,Davis Island,4/29/2020,GOOD,,
0,77,64,70.5,0,20.1,44,,30,Davis Island,5/7/2020,GOOD,,
0,91,74,82.5,0,22.8,44,,35,Davis Island,6/15/2020,GOOD,,
0,91,81,86,0,24.1,44,,35,Davis Island,7/8/2020,GOOD,,
0.06,79,62,70.5,0,17.3,44,,34,Davis Island,2/22/2021,GOOD,,
0.15,71,59,65,0,18.4,44,,55,Davis Island,3/6/2021,GOOD,,
0,71,53,62,0,5.1,44,,55,Davis Island,3/7/2021,GOOD,,
0,80,56,68,0,18.7,44,,56,Davis Island,3/10/2021,GOOD,,
0,64,53,58.5,0,,44,,34,Davis Island,3/21/2021,GOOD,,
0.01,86,73,79.5,1,,44,,48,Davis Island,3/31/2021,GOOD,,
0,72,49,60.5,0,,44,,51,Davis Island,4/2/2021,GOOD,,
0,91,67,79,0,,44,,43,Davis Island,5/17/2021,GOOD,,
0,90,71,80.5,0,,44,,46,Davis Island,5/19/2021,GOOD,,
0.02,92,77,84.5,1,,44,,,Davis Island,6/22/2021,GOOD,,
0.04,95,80,87.5,0,,44,,,Davis Island,7/24/2021,GOOD,,
0,91,75,83,0,,44,,,Davis Island,10/9/2021,GOOD,,
0,87,68,77.5,0,,44,,,Davis Island,10/19/2021,GOOD,,
3.99,76,65,70.5,1,23.3,45,14,51,Davis Island,3/31/2011,GOOD,,
0,80,65,72.5,0,22.5,45,19,78,Davis Island,5/17/2011,GOOD,,
0,94,79,86.5,0,16,45,3,60,Davis Island,6/20/2011,GOOD,,
0,89,75,82,0,13.5,45,8,52,Davis Island,9/30/2011,GOOD,,
0,84,65,74.5,0,19.2,45,4,64,Davis Island,4/14/2012,GOOD,,
0,85,68,76.5,0,21.9,45,3,53,Davis Island,4/15/2012,GOOD,,
0,87,66,76.5,0,22.7,45,5,51,Davis Island,4/16/2012,GOOD,,
0,74,64,69,1,20.2,45,9,34,Davis Island,4/23/2012,GOOD,,
0,92,67,79.5,0,17.3,45,4,56,Davis Island,5/11/2012,GOOD,,
0,91,75,83,0,13.2,45,2,28,Davis Island,6/14/2012,GOOD,,
0,94,78,86,0,12.9,45,11,48,Davis Island,9/1/2012,GOOD,,
0,74,50,62,0,17,45,2,43,Davis Island,11/22/2012,GOOD,,
0,54,43,48.5,0,13.7,45,3,53,Davis Island,3/3/2013,GOOD,,
0,80,64,72,0,26.6,45,7,47,Davis Island,3/23/2013,GOOD,,
0.55,73,68,70.5,0,18.2,45,3,53,Davis Island,4/4/2013,GOOD,,
0,75,63,69,0,12.8,45,2,58,Davis Island,5/6/2013,GOOD,,
0,92,75,83.5,0,21.2,45,5,83,Davis Island,9/5/2013,GOOD,,
0,82,68,75,0,8.9,45,2,36,Davis Island,10/15/2013,GOOD,,
0,83,60,71.5,0,10.9,45,12,24,Davis Island,10/28/2013,GOOD,,
0,84,64,74,0,13.6,45,6,41,Davis Island,5/5/2014,GOOD,,
0.08,91,74,82.5,0,25.9,45,2,38,Davis Island,5/14/2014,GOOD,,
0,84,66,75,0,22.6,45,2,52,Davis Island,5/21/2014,GOOD,,
1.18,85,73,79,0,10.9,45,6,31,Davis Island,7/16/2014,GOOD,,
0,86,68,77,0,27.7,45,5,33,Davis Island,10/22/2014,GOOD,,
0,84,67,75.5,0,18.1,45,4,20,Davis Island,10/29/2014,GOOD,,
0,85,73,79,0,38,45,1,35,Davis Island,3/22/2015,GOOD,,
0,73,52,62.5,0,12,45,0,45,Davis Island,3/29/2015,GOOD,,
0.34,89,74,81.5,0,14.3,45,20,29,Davis Island,5/17/2015,GOOD,,
0,85,68,76.5,0,10.7,45,0,41,Davis Island,10/6/2015,GOOD,,
0,87,69,78,0,10.7,45,0,36,Davis Island,10/7/2015,GOOD,,
0.25,71,55,63,0,16.6,45,2,61,Davis Island,2/16/2016,GOOD,,
0,77,57,67,0,16.1,45,1,45,Davis Island,3/1/2016,GOOD,,
0,84,65,74.5,0,21.1,45,0,41,Davis Island,4/20/2016,GOOD,,
0.29,94,77,85.5,0,22.8,45,12,42,Davis Island,8/17/2016,GOOD,,
0,91,79,85,0,21.7,45,0,50,Davis Island,8/21/2016,GOOD,,
0,90,74,82,0,15.2,45,3,35,Davis Island,10/16/2016,GOOD,,
0,91,74,82.5,0,13.5,45,6,32,Davis Island,9/18/2017,GOOD,,
0.03,91,76,83.5,0,24.2,45,22,35,Davis Island,9/24/2017,GOOD,,
0.03,88,77,82.5,0,16.1,45,6,33,Davis Island,9/30/2017,GOOD,,
0.03,69,55,62,0,18.4,45,3,56,Davis Island,10/29/2017,GOOD,,
0,84,65,74.5,0,15.7,45,,55,Davis Island,11/30/2017,GOOD,,
0.12,77,67,72,0,15.1,45,,49,Davis Island,3/20/2018,GOOD,,
0,77,58,67.5,0,12.9,45,,45,Davis Island,10/28/2018,GOOD,,
0.02,72,65,68.5,0,14.2,45,,40,Davis Island,4/1/2019,GOOD,,
0,91,82,86.5,0,22.2,45,,31,Davis Island,6/21/2019,GOOD,,
0,92,75,83.5,1,20.4,45,,29,Davis Island,7/13/2019,GOOD,,
0,90,76,83,0,,45,,,Davis Island,9/22/2021,GOOD,,
0,90,75,82.5,0,,45,,,Davis Island,9/27/2021,GOOD,,
0,72,51,61.5,1,,45,,,Davis Island,11/30/2021,GOOD,,
0.09,84,73,78.5,0,14.6,46,7,15,Davis Island,10/13/2011,GOOD,,
0.89,80,64,72,0,20.7,46,6,37,Davis Island,10/31/2011,GOOD,,
2.15,81,73,77,0,19.1,46,23,31,Davis Island,6/1/2012,GOOD,,
0,87,71,79,0,23.4,46,5,53,Davis Island,10/10/2012,GOOD,,
0,85,70,77.5,0,14,46,15,39,Davis Island,10/19/2012,GOOD,,
0,71,47,59,0,23.6,46,5,51,Davis Island,1/23/2013,GOOD,,
0.15,75,67,71,1,30.7,46,5,69,Davis Island,2/26/2013,GOOD,,
0,83,63,73,0,8.8,46,4,61,Davis Island,3/19/2013,GOOD,,
0,90,77,83.5,0,14.2,46,2,39,Davis Island,6/10/2013,GOOD,,
0,85,68,76.5,0,22.2,46,3,35,Davis Island,10/11/2013,GOOD,,
0,86,69,77.5,0,23.6,46,2,31,Davis Island,10/14/2013,GOOD,,
0.25,76,66,71,0,27.6,46,3,42,Davis Island,3/12/2014,GOOD,,
0,89,71,80,0,13.8,46,3,48,Davis Island,5/7/2014,GOOD,,
0.35,83,69,76,0,22.2,46,8,45,Davis Island,10/15/2014,GOOD,,
0,81,67,74,0,12.2,46,5,49,Davis Island,10/16/2014,GOOD,,
0,82,63,72.5,0,14,46,3,40,Davis Island,10/17/2014,GOOD,,
0,93,74,83.5,1,12.4,46,1,37,Davis Island,5/25/2015,GOOD,,
0.14,83,73,78,1,5.3,46,4,26,Davis Island,8/2/2015,GOOD,,
4.39,83,72,77.5,1,9.5,46,1,30,Davis Island,8/3/2015,GOOD,,
0.11,87,74,80.5,0,19.2,46,1,46,Davis Island,10/10/2015,GOOD,,
0,74,58,66,0,15.3,46,1,67,Davis Island,2/15/2016,GOOD,,
0,64,52,58,1,20.4,46,1,37,Davis Island,2/25/2016,GOOD,,
0,87,73,80,0,8.6,46,4,50,Davis Island,5/14/2016,GOOD,,
0.57,90,71,80.5,0,19.9,46,1,27,Davis Island,5/20/2016,GOOD,,
1.2,91,74,82.5,0,39.7,46,3,29,Davis Island,6/26/2016,GOOD,,
0,91,81,86,0,19.8,46,5,45,Davis Island,7/10/2016,GOOD,,
0,60,48,54,0,18.8,46,1,35,Davis Island,3/15/2017,GOOD,,
0,87,72,79.5,0,13.4,46,2,60,Davis Island,4/23/2017,GOOD,,
0.46,92,77,84.5,1,17.9,46,4,29,Davis Island,8/3/2017,GOOD,,
,93,77,85,0,29.9,46,3,33,Davis Island,9/15/2017,GOOD,,
0,72,59,65.5,0,16.8,46,3,33,Davis Island,10/25/2017,GOOD,,
,85,72,78.5,0,15.1,46,,45,Davis Island,4/9/2018,GOOD,,
0,90,71,80.5,0,18.8,46,,31,Davis Island,5/19/2019,GOOD,,
0,93,75,84,1,17.6,46,,29,Davis Island,5/27/2019,GOOD,,
0,91,79,85,0,22,46,,30,Davis Island,6/22/2019,GOOD,,
0,81,62,71.5,0,36.8,46,,40,Davis Island,3/11/2020,GOOD,,
0,86,75,80.5,0,14.9,46,,42,Davis Island,4/9/2020,GOOD,,
0,84,69,76.5,0,26,46,,43,Davis Island,5/5/2020,GOOD,,
0,88,72,80,0,21.5,46,,45,Davis Island,5/9/2020,GOOD,,
,94,78,86,0,21.6,46,,35,Davis Island,9/3/2020,GOOD,,
,87,75,81,0,22.1,46,,42,Davis Island,10/12/2020,GOOD,,
0.18,76,57,66.5,0,,46,,50,Davis Island,4/1/2021,GOOD,,
0.08,76,70,73,0,,46,,49,Davis Island,4/19/2021,GOOD,,
0.48,89,75,82,0,,46,,,Davis Island,9/2/2021,GOOD,,
0,89,78,83.5,0,,46,,,Davis Island,9/23/2021,GOOD,,
0,81,60,70.5,0,18.1,47,6,57,Davis Island,4/2/2011,GOOD,,
0,88,69,78.5,0,19.6,47,18,63,Davis Island,4/9/2011,GOOD,,
0,95,78,86.5,0,21.5,47,8,28,Davis Island,6/21/2011,GOOD,,
0,86,63,74.5,0,23.6,47,2,35,Davis Island,3/27/2012,GOOD,,
0,83,69,76,0,34.9,47,13,59,Davis Island,3/29/2012,GOOD,,
0.31,80,63,71.5,0,18.3,47,5,36,Davis Island,4/22/2012,GOOD,,
0,92,77,84.5,0,20.7,47,2,45,Davis Island,6/10/2012,GOOD,,
0,79,65,72,0,13.6,47,4,54,Davis Island,1/14/2013,GOOD,,
0.3,69,56,62.5,0,20,47,10,34,Davis Island,3/12/2013,GOOD,,
0,82,58,70,0,28.2,47,6,48,Davis Island,10/25/2013,GOOD,,
0,73,54,63.5,0,17,47,3,64,Davis Island,3/19/2014,GOOD,,
0,82,67,74.5,0,25,47,9,65,Davis Island,4/6/2014,GOOD,,
0,76,60,68,0,17.8,47,2,31,Davis Island,4/22/2014,GOOD,,
0,87,66,76.5,0,12.2,47,7,35,Davis Island,5/6/2014,GOOD,,
0.02,89,71,80,0,13.6,47,5,52,Davis Island,5/26/2014,GOOD,,
0,86,72,79,0,9.4,47,2,74,Davis Island,6/3/2014,GOOD,,
0,90,76,83,0,13.4,47,2,25,Davis Island,7/31/2014,GOOD,,
0.71,93,77,85,0,15.7,47,4,64,Davis Island,8/22/2014,GOOD,,
1.16,81,70,75.5,0,15.9,47,3,33,Davis Island,9/19/2014,GOOD,,
0,83,61,72,0,28.1,47,1,29,Davis Island,10/27/2014,GOOD,,
0.2,69,57,63,0,16.1,47,3,38,Davis Island,11/9/2014,GOOD,,
0,82,68,75,1,41.8,47,1,62,Davis Island,3/15/2015,GOOD,,
,86,73,79.5,0,13.6,47,2,28,Davis Island,4/27/2015,GOOD,,
0.02,92,74,83,0,14.3,47,1,54,Davis Island,5/11/2015,GOOD,,
0,84,69,76.5,0,13.7,47,1,43,Davis Island,10/16/2015,GOOD,,
0,76,58,67,0,20.3,47,1,59,Davis Island,3/2/2016,GOOD,,
,88,72,80,0,21.7,47,0,29,Davis Island,5/18/2016,GOOD,,
0,91,81,86,1,23.7,47,2,44,Davis Island,6/15/2016,GOOD,,
0,94,74,84,1,28.1,47,7,30,Davis Island,6/22/2016,GOOD,,
0,92,80,86,0,15.7,47,4,41,Davis Island,7/4/2016,GOOD,,
0,91,77,84,0,25.3,47,1,46,Davis Island,9/4/2016,GOOD,,
0.02,91,78,84.5,0,23,47,11,42,Davis Island,9/20/2016,GOOD,,
,73,64,68.5,0,14.2,47,4,48,Davis Island,11/14/2016,GOOD,,
0,78,60,69,0,19.7,47,2,59,Davis Island,3/19/2017,GOOD,,
0.12,89,72,80.5,0,21.8,47,3,54,Davis Island,5/4/2017,GOOD,,
0,79,52,65.5,0,13.5,47,,31,Davis Island,3/3/2018,GOOD,,
0,86,67,76.5,0,16.8,47,,55,Davis Island,4/13/2018,GOOD,,
0,84,64,74,0,16.5,47,,40,Davis Island,4/27/2019,GOOD,,
0,95,74,84.5,0,10.6,47,,30,Davis Island,5/25/2019,GOOD,,
1.37,90,75,82.5,0,21.5,47,,47,Davis Island,6/19/2019,GOOD,,
0,93,79,86,0,23.4,47,,35,Davis Island,6/20/2019,GOOD,,
0,94,78,86,1,21.6,47,,38,Davis Island,6/24/2019,GOOD,,
0,88,71,79.5,0,25.6,47,,69,Davis Island,10/12/2019,GOOD,,
0,85,72,78.5,0,16.9,47,,33,Davis Island,5/6/2020,GOOD,,
1.46,93,73,83,0,30,47,,37,Davis Island,6/14/2020,GOOD,,
0.69,91,76,83.5,0,35.3,47,,45,Davis Island,7/7/2020,GOOD,,
0.1,92,79,85.5,1,28.8,47,,40,Davis Island,9/2/2020,GOOD,,
0,85,70,77.5,0,,47,,43,Davis Island,5/7/2021,GOOD,,
0,89,68,78.5,0,,47,,61,Davis Island,5/15/2021,GOOD,,
0,91,70,80.5,0,,47,,34,Davis Island,5/22/2021,GOOD,,
0.12,90,76,83,1,,47,,,Davis Island,9/26/2021,GOOD,,
0,92,75,83.5,0,,47,,,Davis Island,10/2/2021,GOOD,,
0,76,58,67,0,25.7,48,5,60,Davis Island,3/15/2011,GOOD,,
0,90,70,80,0,23.7,48,8,62,Davis Island,5/21/2011,GOOD,,
0,95,74,84.5,0,13.5,48,7,52,Davis Island,5/24/2011,GOOD,,
0,94,73,83.5,0,22.1,48,20,88,Davis Island,6/4/2011,GOOD,,
0,92,76,84,0,13.3,48,7,58,Davis Island,9/12/2011,GOOD,,
0,83,62,72.5,0,11.2,48,3,40,Davis Island,10/3/2011,GOOD,,
0.12,86,71,78.5,0,9.6,48,13,52,Davis Island,5/17/2012,GOOD,,
0,88,71,79.5,1,14.3,48,23,53,Davis Island,5/18/2012,GOOD,,
0,88,71,79.5,0,36.2,48,3,24,Davis Island,5/22/2013,GOOD,,
0.37,93,77,85,0,18.2,48,5,25,Davis Island,7/8/2013,GOOD,,
0,93,76,84.5,0,19.3,48,2,59,Davis Island,9/11/2013,GOOD,,
3.11,77,71,74,0,16.7,48,5,36,Davis Island,5/2/2014,GOOD,,
0,91,79,85,0,21.2,48,3,52,Davis Island,8/19/2014,GOOD,,
0,86,71,78.5,0,17,48,13,21,Davis Island,10/7/2014,GOOD,,
0,85,65,75,0,18,48,1,51,Davis Island,10/19/2014,GOOD,,
0,88,75,81.5,0,11,48,2,46,Davis Island,5/20/2015,GOOD,,
0.18,79,71,75,0,11,48,5,40,Davis Island,6/2/2015,GOOD,,
0.4,95,76,85.5,1,9.3,48,3,66,Davis Island,6/15/2015,GOOD,,
0,85,72,78.5,0,35,48,3,63,Davis Island,4/1/2016,GOOD,,
0,83,59,71,0,20.1,48,5,36,Davis Island,4/5/2016,GOOD,,
0,77,58,67.5,0,14.1,48,2,45,Davis Island,4/9/2016,GOOD,,
0,86,70,78,0,16,48,0,39,Davis Island,4/26/2016,GOOD,,
0,88,75,81.5,1,19.4,48,0,42,Davis Island,5/29/2016,GOOD,,
0.35,94,74,84,0,20.2,48,1,46,Davis Island,7/11/2016,GOOD,,
0,80,61,70.5,0,22.9,48,,43,Davis Island,10/24/2016,GOOD,,
0,75,59,67,0,12.1,48,5,40,Davis Island,11/15/2016,GOOD,,
0.02,79,66,72.5,0,26.2,48,3,52,Davis Island,2/15/2017,GOOD,,
0,87,66,76.5,0,28.7,48,1,30,Davis Island,4/15/2017,GOOD,,
0.37,78,67,72.5,0,20,48,3,50,Davis Island,5/5/2017,GOOD,,
0,88,79,83.5,0,15.4,48,1,28,Davis Island,5/23/2017,GOOD,,
0,88,73,80.5,1,24.7,48,7,38,Davis Island,9/13/2017,GOOD,,
0,67,47,57,0,20.6,48,,34,Davis Island,3/14/2018,GOOD,,
0,67,58,62.5,0,10.6,48,,51,Davis Island,3/21/2018,GOOD,,
0,85,68,76.5,0,17.2,48,,24,Davis Island,4/4/2018,GOOD,,
0,82,66,74,0,14.7,48,,36,Davis Island,4/26/2018,GOOD,,
0,92,68,80,1,19.2,48,,38,Davis Island,5/7/2018,GOOD,,
0,82,65,73.5,0,20.2,48,,45,Davis Island,3/10/2020,GOOD,,
0,84,61,72.5,0,23.9,48,,43,Davis Island,5/2/2020,GOOD,,
,87,73,80,1,26.7,48,,28,Davis Island,6/16/2020,GOOD,,
0,89,66,77.5,0,,48,,56,Davis Island,5/14/2021,GOOD,,
0,92,73,82.5,1,,48,,34,Davis Island,5/25/2021,GOOD,,
2.63,83,77,80,1,,48,,,Davis Island,7/3/2021,GOOD,,
0,77,56,66.5,0,37.4,49,50,62,Davis Island,2/17/2011,GOOD,,
0,87,60,73.5,1,27.1,49,6,63,Davis Island,3/20/2011,GOOD,,
0,86,72,79,0,22.3,49,7,72,Davis Island,5/3/2011,GOOD,,
0,90,66,78,0,23.1,49,23,59,Davis Island,5/20/2011,GOOD,,
0,90,76,83,0,17,49,3,94,Davis Island,9/11/2011,GOOD,,
0,92,75,83.5,0,12.1,49,10,39,Davis Island,9/16/2011,GOOD,,
0,92,76,84,0,10,49,10,46,Davis Island,9/2/2012,GOOD,,
0,85,69,77,0,25.4,49,6,38,Davis Island,9/25/2012,GOOD,,
0,88,73,80.5,0,24.2,49,2,54,Davis Island,5/11/2013,GOOD,,
0,94,79,86.5,0,11.5,49,7,33,Davis Island,7/27/2013,GOOD,,
0,80,58,69,0,16.3,49,8,24,Davis Island,10/27/2013,GOOD,,
0.06,71,60,65.5,0,20.2,49,5,30,Davis Island,4/9/2014,GOOD,,
0,95,79,87,1,19,49,3,58,Davis Island,8/21/2014,GOOD,,
0,83,70,76.5,0,22.7,49,2,33,Davis Island,10/21/2014,GOOD,,
0.94,84,68,76,0,12.8,49,2,37,Davis Island,4/28/2015,GOOD,,
0,82,63,72.5,0,13.7,49,1,39,Davis Island,5/2/2015,GOOD,,
0,88,69,78.5,0,14.2,49,4,33,Davis Island,5/9/2015,GOOD,,
2.54,94,72,83,0,10.2,49,1,38,Davis Island,5/26/2015,GOOD,,
0.01,93,79,86,0,12,49,3,31,Davis Island,6/20/2015,GOOD,,
0,92,80,86,1,11.9,49,1,55,Davis Island,9/3/2015,GOOD,,
0.25,59,48,53.5,0,22.1,49,1,58,Davis Island,2/6/2016,GOOD,,
0,75,56,65.5,0,16.9,49,2,30,Davis Island,3/3/2016,GOOD,,
0,65,50,57.5,0,9.1,49,2,30,Davis Island,3/21/2016,GOOD,,
0.06,80,69,74.5,0,12.2,49,1,42,Davis Island,4/15/2016,GOOD,,
0,89,73,81,0,18.4,49,1,44,Davis Island,5/28/2016,GOOD,,
0,90,76,83,0,15.6,49,5,39,Davis Island,5/31/2016,GOOD,,
0,89,66,77.5,0,28.7,49,8,44,Davis Island,6/21/2016,GOOD,,
0,92,76,84,0,19.9,49,4,79,Davis Island,8/1/2016,GOOD,,
0,80,64,72,0,18.2,49,1,47,Davis Island,10/25/2016,GOOD,,
0,83,64,73.5,1,23.3,49,3,46,Davis Island,11/8/2016,GOOD,,
0,80,58,69,0,15.2,49,2,36,Davis Island,11/17/2016,GOOD,,
0.59,78,66,72,0,23.5,49,2,32,Davis Island,4/6/2017,GOOD,,
0,94,73,83.5,0,22.6,49,1,51,Davis Island,5/3/2017,GOOD,,
0.01,86,75,80.5,0,16.6,49,1,58,Davis Island,5/13/2017,GOOD,,
0,63,46,54.5,0,20.2,49,,39,Davis Island,3/13/2018,GOOD,,
0,90,72,81,0,12.3,49,,50,Davis Island,4/22/2018,GOOD,,
,89,64,76.5,0,16.6,49,,46,Davis Island,5/5/2018,GOOD,,
0,91,67,79,0,23,49,,24,Davis Island,5/8/2018,GOOD,,
0,89,77,83,0,18.4,49,,37,Davis Island,6/11/2018,GOOD,,
,95,78,86.5,0,29.9,49,,46,Davis Island,6/17/2018,GOOD,,
0,98,80,89,0,20.6,49,,44,Davis Island,6/25/2019,GOOD,,
,84,68,76,0,28.2,49,,28,Davis Island,4/26/2020,GOOD,,
0,91,80,85.5,0,12.8,49,,36,Davis Island,6/9/2020,GOOD,,
0.41,88,74,81,0,35.2,49,,43,Davis Island,6/13/2020,GOOD,,
0.17,75,58,66.5,0,28.1,49,,57,Davis Island,3/3/2021,GOOD,,
0,75,55,65,0,,49,,54,Davis Island,4/4/2021,GOOD,,
0,79,61,70,0,,49,,20,Davis Island,4/6/2021,GOOD,,
0,85,72,78.5,0,,49,,40,Davis Island,4/24/2021,GOOD,,
0,91,78,84.5,0,,49,,43,Davis Island,5/5/2021,GOOD,,
0,77,58,67.5,0,,49,,,Davis Island,12/2/2021,GOOD,,
0,70,50,60,0,22.7,50,1,58,Davis Island,1/8/2011,GOOD,,
0.63,76,57,66.5,0,30.3,50,10,58,Davis Island,4/5/2011,GOOD,,
0,89,61,75,0,30.5,50,22,57,Davis Island,4/30/2011,GOOD,,
0,91,71,81,1,24.2,50,8,70,Davis Island,5/2/2011,GOOD,,
0,93,77,85,0,24.5,50,22,60,Davis Island,7/18/2011,GOOD,,
0,80,60,70,0,12.1,50,4,43,Davis Island,10/2/2011,GOOD,,
0,67,50,58.5,0,18.9,50,16,37,Davis Island,1/13/2012,GOOD,,
0,83,70,76.5,0,22,50,3,42,Davis Island,3/24/2012,GOOD,,
0,83,63,73,1,29,50,4,63,Davis Island,3/26/2012,GOOD,,
0,87,66,76.5,0,41.2,50,7,48,Davis Island,3/28/2012,GOOD,,
0,83,61,72,0,10.7,50,7,51,Davis Island,4/7/2012,GOOD,,
0.01,88,71,79.5,0,22.2,50,3,53,Davis Island,4/20/2012,GOOD,,
0,88,76,82,0,15.5,50,17,33,Davis Island,6/2/2012,GOOD,,
0,72,46,59,0,22.1,50,4,51,Davis Island,1/24/2013,GOOD,,
0,77,55,66,0,16.3,50,2,48,Davis Island,4/6/2013,GOOD,,
0.12,91,76,83.5,0,17,50,3,40,Davis Island,9/18/2013,GOOD,,
0,81,67,74,0,21.4,50,6,37,Davis Island,10/23/2013,GOOD,,
0,73,53,63,0,16.9,50,2,36,Davis Island,3/31/2014,GOOD,,
0,87,63,75,0,21.9,50,2,21,Davis Island,5/18/2014,GOOD,,
0,83,63,73,0,23,50,7,32,Davis Island,10/23/2014,GOOD,,
0.02,91,78,84.5,0,13.4,50,2,41,Davis Island,6/16/2015,GOOD,,
0,93,75,84,0,9.8,50,5,37,Davis Island,9/20/2015,GOOD,,
0,78,62,70,0,19.2,50,1,47,Davis Island,4/4/2016,GOOD,,
0.7,79,67,73,0,21.1,50,2,35,Davis Island,4/7/2016,GOOD,,
0,81,58,69.5,0,15,50,2,49,Davis Island,4/10/2016,GOOD,,
0,85,74,79.5,1,15.9,50,1,58,Davis Island,5/12/2016,GOOD,,
0,89,66,77.5,1,17.9,50,4,34,Davis Island,5/27/2017,GOOD,,
0.48,86,67,76.5,0,9.2,50,,37,Davis Island,4/15/2018,GOOD,,
0,83,63,73,0,21.7,50,,32,Davis Island,4/28/2018,GOOD,,
,84,73,78.5,0,13.4,50,,41,Davis Island,5/6/2018,GOOD,,
0,91,67,79,0,18.8,50,,27,Davis Island,5/9/2018,GOOD,,
0,91,76,83.5,0,20.9,50,,44,Davis Island,9/16/2019,GOOD,,
,85,74,79.5,0,25.9,50,,44,Davis Island,3/31/2020,GOOD,,
0.15,92,77,84.5,0,34.1,50,,50,Davis Island,7/6/2020,GOOD,,
0,77,54,65.5,1,24.5,50,,28,Davis Island,2/24/2021,GOOD,,
0,78,58,68,0,,50,,33,Davis Island,4/5/2021,GOOD,,
0,89,76,82.5,0,,50,,,Davis Island,10/16/2021,GOOD,,
0,88,68,78,0,,50,,,Davis Island,10/20/2021,GOOD,,
0,60,36,48,0,14.1,51,7,41,Davis Island,1/23/2011,MODERATE,,
0,94,75,84.5,0,19.5,51,5,69,Davis Island,6/7/2011,MODERATE,,
0,93,73,83,0,15.7,51,15,56,Davis Island,9/14/2011,MODERATE,,
0,72,54,63,0,30.7,51,10,41,Davis Island,1/28/2012,MODERATE,,
0.01,84,69,76.5,0,21.3,51,5,68,Davis Island,4/5/2012,MODERATE,,
0,83,67,75,0,8.7,51,7,49,Davis Island,4/6/2012,MODERATE,,
0.03,89,76,82.5,0,18,51,5,45,Davis Island,5/9/2012,MODERATE,,
0,94,75,84.5,0,20.5,51,,19,Davis Island,5/24/2013,MODERATE,,
0,73,62,67.5,0,15.1,51,12,49,Davis Island,10/24/2013,MODERATE,,
0,65,53,59,0,35.4,51,3,42,Davis Island,2/27/2014,MODERATE,,
